Fecha;Último;Apertura;Máximo;Mínimo;Vol.;% var.
11/01/2017;20.320,00;19.960,00;20.500,00;19.920,00;802,07K;0,20%
10/01/2017;20.280,00;20.900,00;20.900,00;19.900,00;237,85K;-3,52%
09/01/2017;21.020,00;21.180,00;21.240,00;21.020,00;144,82K;-0,47%
08/01/2017;21.120,00;21.380,00;21.380,00;21.120,00;157,72K;-0,85%
07/01/2017;21.300,00;21.520,00;21.520,00;21.280,00;79,31K;-1,84%
06/01/2017;21.700,00;21.700,00;21.700,00;21.600,00;359,96K;-0,37%
05/01/2017;21.780,00;21.700,00;21.900,00;21.580,00;190,25K;0,37%
04/01/2017;21.700,00;21.740,00;21.740,00;21.640,00;156,84K;-0,18%
03/01/2017;21.740,00;21.720,00;21.780,00;21.660,00;247,20K;0,18%
02/01/2017;21.700,00;21.660,00;21.980,00;21.660,00;232,08K;0,18%
01/01/2017;21.660,00;21.960,00;21.960,00;21.660,00;79,61K;3,24%
31/12/2016;20.980,00;22.380,00;22.380,00;20.980,00;95,87K;-5,50%
30/12/2016;22.200,00;22.200,00;22.220,00;22.200,00;19,61K;-0,89%
29/12/2016;22.400,00;22.100,00;22.400,00;22.020,00;160,64K;0,90%
28/12/2016;22.200,00;22.060,00;22.300,00;22.060,00;160,78K;0,63%
27/12/2016;22.060,00;21.800,00;22.060,00;21.800,00;66,28K;0,00%
26/12/2016;22.060,00;22.060,00;22.060,00;21.980,00;32,38K;0,27%
25/12/2016;22.000,00;22.020,00;22.020,00;21.840,00;179,12K;-0,27%
24/12/2016;22.060,00;21.900,00;22.080,00;21.900,00;79,66K;0,55%
23/12/2016;21.940,00;22.140,00;22.160,00;21.600,00;98,57K;-1,08%
22/12/2016;22.180,00;22.020,00;22.300,00;22.000,00;140,14K;0,45%
21/12/2016;22.080,00;21.700,00;22.080,00;21.700,00;98,35K;1,47%
20/12/2016;21.760,00;21.700,00;21.760,00;21.700,00;99,66K;0,00%
19/12/2016;21.760,00;21.700,00;21.900,00;21.700,00;124,12K;0,74%
18/12/2016;21.600,00;21.560,00;21.780,00;21.560,00;92,61K;0,28%
17/12/2016;21.540,00;21.700,00;21.700,00;21.540,00;160,04K;-0,74%
16/12/2016;21.700,00;21.580,00;21.700,00;21.560,00;116,21K;0,46%
15/12/2016;21.600,00;21.760,00;21.760,00;21.560,00;172,64K;-0,28%
14/12/2016;21.660,00;21.880,00;21.880,00;21.660,00;53,04K;-1,10%
13/12/2016;21.900,00;21.620,00;21.900,00;21.620,00;193,65K;1,30%
12/12/2016;21.620,00;21.640,00;21.900,00;21.580,00;188,25K;0,19%
11/12/2016;21.580,00;21.600,00;21.620,00;21.500,00;42,16K;0,19%
10/12/2016;21.540,00;21.500,00;21.600,00;21.500,00;98,11K;0,47%
09/12/2016;21.440,00;21.700,00;21.780,00;21.440,00;181,83K;-1,20%
08/12/2016;21.700,00;21.700,00;21.700,00;21.580,00;174,55K;0,09%
07/12/2016;21.680,00;22.300,00;22.300,00;21.520,00;169,20K;-2,78%
06/12/2016;22.300,00;22.580,00;22.580,00;22.300,00;82,42K;-1,24%
05/12/2016;22.580,00;22.600,00;22.800,00;22.220,00;252,24K;0,36%
04/12/2016;22.500,00;22.960,00;22.960,00;22.500,00;196,05K;-2,09%
03/12/2016;22.980,00;22.980,00;22.980,00;22.840,00;124,45K;1,14%
02/12/2016;22.720,00;23.200,00;23.200,00;22.500,00;172,84K;-1,22%
01/12/2016;23.000,00;23.180,00;23.180,00;22.760,00;85,00K;0,00%
30/11/2016;23.000,00;22.980,00;23.000,00;22.780,00;125,85K;0,09%
29/11/2016;22.980,00;23.000,00;23.000,00;22.920,00;201,25K;0,00%
28/11/2016;22.980,00;22.900,00;23.000,00;22.880,00;704,91K;-0,09%
27/11/2016;23.000,00;22.700,00;23.000,00;22.620,00;405,79K;1,14%
26/11/2016;22.740,00;22.800,00;22.800,00;22.500,00;304,36K;-0,26%
25/11/2016;22.800,00;22.800,00;22.920,00;22.700,00;683,27K;0,00%
24/11/2016;22.800,00;22.600,00;22.880,00;22.600,00;162,90K;-0,35%
23/11/2016;22.880,00;23.320,00;23.320,00;22.620,00;397,97K;-2,47%
22/11/2016;23.460,00;23.600,00;23.600,00;23.340,00;59,61K;-0,76%
21/11/2016;23.640,00;23.620,00;23.680,00;23.440,00;216,63K;1,03%
20/11/2016;23.400,00;23.620,00;23.760,00;23.320,00;130,70K;-1,27%
19/11/2016;23.700,00;23.500,00;23.700,00;23.420,00;110,99K;0,85%
18/11/2016;23.500,00;23.400,00;23.800,00;23.380,00;212,44K;0,17%
17/11/2016;23.460,00;23.740,00;23.940,00;23.460,00;119,66K;-2,09%
16/11/2016;23.960,00;24.400,00;24.400,00;23.720,00;124,76K;-0,17%
15/11/2016;24.000,00;23.360,00;24.000,00;23.360,00;637,25K;2,65%
14/11/2016;23.380,00;23.040,00;23.380,00;23.040,00;118,10K;0,00%
13/11/2016;23.380,00;23.000,00;23.380,00;23.000,00;135,17K;0,00%
12/11/2016;23.380,00;22.800,00;23.380,00;22.740,00;1,13M;2,72%
11/11/2016;22.760,00;22.360,00;22.780,00;22.360,00;477,61K;1,79%
10/11/2016;22.360,00;22.400,00;22.640,00;22.280,00;751,94K;0,90%
09/11/2016;22.160,00;22.200,00;22.240,00;22.100,00;150,19K;-0,63%
08/11/2016;22.300,00;22.140,00;22.300,00;22.140,00;192,19K;0,63%
07/11/2016;22.160,00;21.800,00;22.200,00;21.800,00;468,63K;1,65%
06/11/2016;21.800,00;21.840,00;21.980,00;21.680,00;648,82K;0,00%
05/11/2016;21.800,00;21.640,00;21.800,00;21.640,00;262,16K;0,93%
04/11/2016;21.600,00;21.580,00;21.800,00;21.500,00;332,60K;0,09%
03/11/2016;21.580,00;21.660,00;21.900,00;21.580,00;330,25K;0,75%
02/11/2016;21.420,00;21.800,00;21.800,00;21.420,00;522,07K;-1,56%
01/11/2016;21.760,00;21.480,00;21.760,00;21.400,00;550,56K;1,30%
31/10/2016;21.480,00;21.080,00;21.480,00;21.080,00;357,47K;0,85%
30/10/2016;21.300,00;21.120,00;21.300,00;21.040,00;261,96K;1,43%
29/10/2016;21.000,00;21.000,00;21.080,00;21.000,00;255,03K;-0,47%
28/10/2016;21.100,00;21.180,00;21.180,00;20.900,00;128,82K;-0,38%
27/10/2016;21.180,00;21.080,00;21.180,00;20.900,00;149,11K;0,47%
26/10/2016;21.080,00;21.340,00;21.360,00;21.080,00;138,45K;0,38%
25/10/2016;21.000,00;21.160,00;21.300,00;20.900,00;126,40K;-1,87%
24/10/2016;21.400,00;20.580,00;21.400,00;20.580,00;258,42K;4,39%
23/10/2016;20.500,00;20.980,00;21.000,00;20.000,00;98,55K;-2,38%
22/10/2016;21.000,00;21.240,00;21.300,00;21.000,00;206,40K;-0,94%
21/10/2016;21.200,00;21.240,00;21.400,00;20.920,00;191,51K;-0,19%
20/10/2016;21.240,00;21.120,00;21.240,00;21.040,00;43,59K;0,28%
19/10/2016;21.180,00;21.020,00;21.180,00;21.020,00;24,69K;0,00%
18/10/2016;21.180,00;20.980,00;21.180,00;20.900,00;270,58K;0,95%
17/10/2016;20.980,00;21.100,00;21.120,00;20.900,00;177,23K;-0,85%
16/10/2016;21.160,00;21.000,00;21.160,00;20.980,00;358,85K;0,76%
15/10/2016;21.000,00;20.980,00;21.020,00;20.880,00;295,52K;0,00%
14/10/2016;21.000,00;20.900,00;21.000,00;20.740,00;170,45K;0,00%
13/10/2016;21.000,00;20.700,00;21.000,00;20.600,00;135,74K;0,67%
12/10/2016;20.860,00;20.800,00;21.000,00;20.800,00;271,00K;0,58%
11/10/2016;20.740,00;20.900,00;21.140,00;20.740,00;269,30K;-0,77%
10/10/2016;20.900,00;20.980,00;21.040,00;20.760,00;248,91K;0,77%
09/10/2016;20.740,00;20.800,00;20.980,00;20.740,00;355,21K;-1,14%
08/10/2016;20.980,00;20.920,00;20.980,00;20.780,00;112,76K;0,38%
07/10/2016;20.900,00;20.520,00;21.000,00;20.520,00;358,18K;0,67%
06/10/2016;20.760,00;20.000,00;20.820,00;20.000,00;886,31K;3,80%
05/10/2016;20.000,00;19.600,00;20.000,00;19.600,00;231,07K;1,83%
04/10/2016;19.640,00;19.100,00;19.640,00;19.040,00;258,06K;2,94%
03/10/2016;19.080,00;19.300,00;19.340,00;19.020,00;412,16K;-1,14%
02/10/2016;19.300,00;19.640,00;19.640,00;19.220,00;250,64K;-1,33%
01/10/2016;19.560,00;19.400,00;19.600,00;19.400,00;258,70K;0,31%
30/09/2016;19.500,00;19.120,00;19.640,00;19.120,00;439,06K;1,99%
29/09/2016;19.120,00;19.000,00;19.280,00;18.900,00;440,63K;0,63%
28/09/2016;19.000,00;19.100,00;19.300,00;18.960,00;46,06K;0,00%
27/09/2016;19.000,00;19.280,00;19.280,00;19.000,00;157,12K;-1,55%
26/09/2016;19.300,00;19.300,00;19.700,00;19.220,00;77,68K;0,00%
25/09/2016;19.300,00;19.700,00;19.760,00;19.300,00;305,94K;-1,93%
24/09/2016;19.680,00;19.680,00;19.800,00;19.620,00;1,37M;0,00%
23/09/2016;19.680,00;19.940,00;19.980,00;19.600,00;59,98K;-1,30%
22/09/2016;19.940,00;19.400,00;20.000,00;19.380,00;120,85K;0,50%
21/09/2016;19.840,00;19.600,00;19.840,00;19.600,00;31,70K;-1,29%
20/09/2016;20.100,00;20.080,00;20.140,00;20.020,00;58,98K;0,10%
19/09/2016;20.080,00;20.120,00;20.120,00;20.000,00;59,68K;-0,30%
18/09/2016;20.140,00;18.840,00;20.140,00;18.800,00;146,33K;5,45%
17/09/2016;19.100,00;19.000,00;19.120,00;18.800,00;278,46K;-2,55%
16/09/2016;19.600,00;19.220,00;20.600,00;19.200,00;80,41K;-2,00%
15/09/2016;20.000,00;19.880,00;20.000,00;19.700,00;49,87K;0,00%
14/09/2016;20.000,00;20.700,00;20.700,00;19.980,00;114,62K;-4,49%
13/09/2016;20.940,00;20.900,00;21.000,00;20.460,00;230,81K;0,29%
12/09/2016;20.880,00;20.780,00;20.980,00;20.740,00;126,28K;0,38%
11/09/2016;20.800,00;20.480,00;20.800,00;20.420,00;96,44K;0,97%
10/09/2016;20.600,00;21.000,00;21.380,00;20.600,00;306,41K;-1,81%
09/09/2016;20.980,00;20.080,00;20.980,00;20.080,00;573,02K;4,59%
08/09/2016;20.060,00;20.100,00;20.220,00;19.680,00;326,08K;0,10%
07/09/2016;20.040,00;20.180,00;20.200,00;20.000,00;186,01K;-0,89%
06/09/2016;20.220,00;20.000,00;20.320,00;19.900,00;422,53K;0,60%
05/09/2016;20.100,00;20.200,00;20.460,00;20.100,00;320,06K;-1,37%
04/09/2016;20.380,00;20.280,00;20.400,00;20.180,00;177,39K;0,39%
03/09/2016;20.300,00;19.980,00;20.300,00;19.900,00;277,84K;3,05%
02/09/2016;19.700,00;19.640,00;19.980,00;19.560,00;214,00K;0,82%
01/09/2016;19.540,00;19.280,00;19.540,00;19.280,00;620,50K;1,35%
31/08/2016;19.280,00;19.720,00;19.740,00;19.280,00;145,33K;-1,13%
30/08/2016;19.500,00;19.620,00;19.800,00;19.420,00;222,51K;-0,61%
29/08/2016;19.620,00;19.960,00;19.960,00;19.620,00;135,52K;-1,51%
28/08/2016;19.920,00;19.880,00;19.960,00;19.700,00;210,66K;0,20%
27/08/2016;19.880,00;19.900,00;20.180,00;19.740,00;462,71K;0,20%
26/08/2016;19.840,00;19.500,00;20.000,00;19.500,00;378,22K;1,74%
25/08/2016;19.500,00;19.460,00;19.600,00;19.460,00;117,49K;-0,31%
24/08/2016;19.560,00;19.380,00;19.780,00;19.360,00;823,76K;1,24%
23/08/2016;19.320,00;19.500,00;19.580,00;19.320,00;231,32K;-2,82%
22/08/2016;19.880,00;19.420,00;20.000,00;19.360,00;2,51M;2,37%
21/08/2016;19.420,00;19.500,00;19.600,00;19.420,00;232,37K;0,00%
20/08/2016;19.420,00;19.200,00;19.580,00;18.540,00;663,79K;2,21%
19/08/2016;19.000,00;19.180,00;19.300,00;18.780,00;377,35K;-0,94%
18/08/2016;19.180,00;19.420,00;19.580,00;19.120,00;157,85K;-2,04%
17/08/2016;19.580,00;19.560,00;19.900,00;19.300,00;887,02K;0,10%
16/08/2016;19.560,00;19.300,00;19.560,00;19.300,00;248,40K;0,82%
15/08/2016;19.400,00;19.000,00;19.420,00;19.000,00;399,74K;2,11%
14/08/2016;19.000,00;18.300,00;19.100,00;18.300,00;409,46K;3,83%
13/08/2016;18.300,00;18.420,00;18.460,00;18.300,00;189,36K;-1,19%
12/08/2016;18.520,00;18.600,00;18.720,00;18.400,00;459,61K;-0,11%
11/08/2016;18.540,00;18.600,00;18.600,00;18.400,00;546,01K;0,00%
10/08/2016;18.540,00;18.420,00;18.580,00;18.300,00;236,62K;0,22%
09/08/2016;18.500,00;18.240,00;18.500,00;18.240,00;149,41K;1,09%
08/08/2016;18.300,00;18.180,00;18.300,00;18.180,00;130,18K;0,77%
07/08/2016;18.160,00;18.100,00;18.160,00;17.820,00;161,83K;1,11%
06/08/2016;17.960,00;17.680,00;18.000,00;17.640,00;488,72K;2,28%
05/08/2016;17.560,00;17.520,00;17.640,00;17.500,00;19,52K;-0,45%
04/08/2016;17.640,00;17.600,00;17.640,00;17.500,00;88,25K;-0,11%
03/08/2016;17.660,00;17.700,00;17.720,00;17.620,00;89,13K;0,34%
02/08/2016;17.600,00;17.440,00;17.800,00;17.400,00;710,96K;0,57%
01/08/2016;17.500,00;17.320,00;17.520,00;17.320,00;125,98K;0,81%
31/07/2016;17.360,00;17.400,00;17.600,00;17.360,00;435,79K;-0,23%
30/07/2016;17.400,00;17.200,00;17.400,00;17.160,00;81,89K;0,46%
29/07/2016;17.320,00;17.400,00;17.400,00;17.200,00;169,27K;0,70%
28/07/2016;17.200,00;17.480,00;17.480,00;17.180,00;36,89K;-0,58%
27/07/2016;17.300,00;17.000,00;17.300,00;17.000,00;85,55K;1,05%
26/07/2016;17.120,00;17.300,00;17.300,00;17.000,00;197,54K;-0,70%
25/07/2016;17.240,00;17.420,00;17.420,00;17.240,00;212,82K;-2,05%
24/07/2016;17.600,00;17.680,00;17.700,00;17.500,00;56,20K;0,00%
23/07/2016;17.600,00;17.700,00;18.000,00;17.580,00;627,25K;0,11%
22/07/2016;17.580,00;17.380,00;17.680,00;17.340,00;684,52K;1,15%
21/07/2016;17.380,00;17.100,00;17.380,00;17.100,00;119,55K;0,81%
20/07/2016;17.240,00;17.300,00;17.360,00;17.240,00;67,76K;-1,49%
19/07/2016;17.500,00;17.480,00;17.500,00;17.220,00;128,99K;0,00%
18/07/2016;17.500,00;17.200,00;17.500,00;17.200,00;161,34K;2,22%
17/07/2016;17.120,00;17.280,00;17.380,00;17.120,00;78,85K;-2,17%
16/07/2016;17.500,00;17.400,00;17.500,00;17.300,00;44,43K;0,57%
15/07/2016;17.400,00;17.340,00;17.400,00;17.240,00;88,36K;0,23%
14/07/2016;17.360,00;17.060,00;17.400,00;17.060,00;335,82K;-0,23%
13/07/2016;17.400,00;17.220,00;17.400,00;17.040,00;331,11K;1,05%
12/07/2016;17.220,00;17.220,00;17.380,00;17.220,00;308,80K;-0,58%
11/07/2016;17.320,00;17.380,00;17.400,00;17.300,00;163,30K;-0,12%
10/07/2016;17.340,00;17.280,00;17.360,00;17.200,00;818,42K;0,81%
09/07/2016;17.200,00;16.980,00;17.200,00;16.960,00;402,86K;1,18%
08/07/2016;17.000,00;17.020,00;17.060,00;17.000,00;176,66K;-0,58%
07/07/2016;17.100,00;17.080,00;17.100,00;16.960,00;218,96K;0,12%
06/07/2016;17.080,00;16.980,00;17.080,00;16.860,00;112,02K;0,23%
05/07/2016;17.040,00;17.280,00;17.280,00;17.000,00;191,04K;-0,35%
04/07/2016;17.100,00;16.900,00;17.100,00;16.900,00;133,05K;0,12%
03/07/2016;17.080,00;17.120,00;17.140,00;16.880,00;231,10K;-0,12%
02/07/2016;17.100,00;17.080,00;17.100,00;16.980,00;210,71K;0,12%
01/07/2016;17.080,00;17.000,00;17.080,00;16.940,00;305,10K;0,23%
30/06/2016;17.040,00;16.900,00;17.140,00;16.900,00;33,20K;-0,58%
29/06/2016;17.140,00;17.140,00;17.140,00;16.920,00;304,21K;0,82%
28/06/2016;17.000,00;16.840,00;17.180,00;16.840,00;219,53K;-0,58%
27/06/2016;17.100,00;16.900,00;17.100,00;16.820,00;125,29K;0,00%
26/06/2016;17.100,00;17.000,00;17.100,00;16.800,00;94,60K;0,47%
25/06/2016;17.020,00;17.120,00;17.120,00;17.000,00;139,10K;-0,47%
24/06/2016;17.100,00;16.980,00;17.100,00;16.900,00;233,38K;0,83%
23/06/2016;16.960,00;16.620,00;16.960,00;16.620,00;97,71K;2,79%
22/06/2016;16.500,00;16.440,00;16.800,00;16.140,00;740,15K;3,38%
21/06/2016;15.960,00;16.000,00;16.500,00;15.920,00;287,35K;-0,13%
20/06/2016;15.980,00;15.780,00;16.100,00;15.560,00;3,67M;1,27%
19/06/2016;15.780,00;15.920,00;16.000,00;15.780,00;165,21K;-0,75%
18/06/2016;15.900,00;16.160,00;16.160,00;15.900,00;58,81K;-1,85%
17/06/2016;16.200,00;16.100,00;16.200,00;15.700,00;252,07K;0,62%
16/06/2016;16.100,00;16.200,00;16.300,00;15.820,00;366,97K;-1,23%
15/06/2016;16.300,00;15.800,00;16.300,00;15.800,00;959,00K;3,16%
14/06/2016;15.800,00;15.400,00;15.800,00;15.400,00;484,47K;2,60%
13/06/2016;15.400,00;16.200,00;16.200,00;15.400,00;2,18M;-4,35%
12/06/2016;16.100,00;16.080,00;16.140,00;15.980,00;419,38K;0,12%
11/06/2016;16.080,00;16.500,00;16.600,00;16.060,00;747,87K;-2,07%
10/06/2016;16.420,00;16.140,00;16.740,00;16.140,00;589,40K;-1,08%
09/06/2016;16.600,00;16.300,00;16.980,00;16.200,00;1,04M;2,85%
08/06/2016;16.140,00;16.300,00;16.300,00;16.140,00;23,29K;-0,37%
07/06/2016;16.200,00;16.160,00;16.200,00;16.120,00;31,98K;1,12%
06/06/2016;16.020,00;16.200,00;16.300,00;16.020,00;144,58K;-1,11%
05/06/2016;16.200,00;16.600,00;16.600,00;16.200,00;124,57K;-2,41%
04/06/2016;16.600,00;17.100,00;17.200,00;16.320,00;509,83K;-2,92%
03/06/2016;17.100,00;16.880,00;17.100,00;16.200,00;428,57K;5,43%
02/06/2016;16.220,00;16.400,00;16.480,00;16.220,00;74,47K;-1,22%
01/06/2016;16.420,00;16.400,00;16.780,00;16.360,00;70,19K;-0,48%
31/05/2016;16.500,00;16.500,00;16.560,00;16.500,00;35,65K;-2,25%
30/05/2016;16.880,00;16.700,00;16.880,00;16.700,00;72,18K;-0,47%
29/05/2016;16.960,00;16.800,00;16.960,00;16.700,00;188,33K;0,95%
28/05/2016;16.800,00;16.680,00;16.980,00;16.640,00;77,67K;-0,71%
27/05/2016;16.920,00;16.800,00;17.000,00;16.800,00;22,83K;0,71%
26/05/2016;16.800,00;16.900,00;17.100,00;16.800,00;85,38K;0,00%
25/05/2016;16.800,00;16.700,00;16.800,00;16.600,00;117,01K;-1,18%
24/05/2016;17.000,00;16.920,00;17.000,00;16.920,00;461,49K;1,43%
23/05/2016;16.760,00;16.920,00;16.920,00;16.760,00;126,44K;-0,83%
22/05/2016;16.900,00;17.000,00;17.000,00;16.560,00;68,08K;-0,59%
21/05/2016;17.000,00;17.460,00;17.460,00;16.820,00;136,80K;-1,73%
20/05/2016;17.300,00;17.480,00;17.480,00;17.100,00;47,22K;-1,14%
19/05/2016;17.500,00;17.540,00;17.540,00;17.400,00;147,35K;-1,02%
18/05/2016;17.680,00;17.580,00;17.700,00;17.420,00;204,21K;0,57%
17/05/2016;17.580,00;17.420,00;17.580,00;16.900,00;93,17K;0,46%
16/05/2016;17.500,00;17.700,00;17.740,00;17.500,00;188,37K;-1,02%
15/05/2016;17.680,00;17.320,00;17.680,00;17.300,00;133,54K;-0,11%
14/05/2016;17.700,00;17.000,00;17.700,00;16.920,00;421,93K;4,12%
13/05/2016;17.000,00;16.960,00;17.060,00;16.960,00;350,71K;0,24%
12/05/2016;16.960,00;17.000,00;17.000,00;16.820,00;315,37K;0,36%
11/05/2016;16.900,00;16.980,00;16.980,00;16.740,00;83,53K;1,20%
10/05/2016;16.700,00;16.860,00;16.880,00;16.600,00;110,71K;0,00%
09/05/2016;16.700,00;16.920,00;16.920,00;16.600,00;400,33K;-1,76%
08/05/2016;17.000,00;17.900,00;18.000,00;17.000,00;254,50K;-4,28%
07/05/2016;17.760,00;17.360,00;17.760,00;17.360,00;479,87K;2,30%
06/05/2016;17.360,00;16.940,00;17.360,00;16.920,00;203,57K;-0,12%
05/05/2016;17.380,00;17.240,00;17.500,00;17.240,00;281,00K;0,81%
04/05/2016;17.240,00;17.140,00;17.440,00;17.140,00;557,58K;0,58%
03/05/2016;17.140,00;16.800,00;17.140,00;16.800,00;74,79K;2,15%
02/05/2016;16.780,00;16.800,00;16.980,00;16.780,00;32,37K;-1,18%
01/05/2016;16.980,00;17.020,00;17.020,00;16.520,00;82,55K;-0,12%
30/04/2016;17.000,00;16.760,00;17.020,00;16.760,00;64,36K;2,29%
29/04/2016;16.620,00;16.940,00;17.080,00;16.620,00;125,25K;-2,35%
28/04/2016;17.020,00;17.080,00;17.080,00;17.020,00;11,59K;-0,47%
27/04/2016;17.100,00;16.900,00;17.100,00;16.900,00;144,32K;0,71%
26/04/2016;16.980,00;16.900,00;17.040,00;16.880,00;73,03K;0,24%
25/04/2016;16.940,00;17.000,00;17.000,00;16.900,00;99,69K;-0,59%
24/04/2016;17.040,00;17.160,00;17.180,00;16.760,00;684,34K;-0,93%
23/04/2016;17.200,00;16.720,00;17.200,00;16.720,00;290,31K;1,30%
22/04/2016;16.980,00;17.000,00;17.000,00;16.800,00;67,11K;0,00%
21/04/2016;16.980,00;16.900,00;17.080,00;16.900,00;251,91K;0,35%
20/04/2016;16.920,00;16.700,00;16.960,00;16.600,00;400,10K;1,32%
19/04/2016;16.700,00;16.500,00;16.800,00;16.400,00;100,14K;2,08%
18/04/2016;16.360,00;16.380,00;16.400,00;16.360,00;130,59K;-0,24%
17/04/2016;16.400,00;15.720,00;16.740,00;15.720,00;187,27K;-0,97%
16/04/2016;16.560,00;16.000,00;16.560,00;16.000,00;274,74K;6,15%
15/04/2016;15.600,00;16.500,00;16.540,00;15.600,00;728,28K;-5,45%
14/04/2016;16.500,00;16.880,00;16.900,00;16.500,00;145,73K;-2,25%
13/04/2016;16.880,00;16.920,00;16.920,00;16.860,00;46,85K;-0,59%
12/04/2016;16.980,00;16.740,00;16.980,00;16.660,00;67,24K;1,31%
11/04/2016;16.760,00;16.700,00;16.760,00;16.700,00;32,34K;0,00%
10/04/2016;16.760,00;16.900,00;16.900,00;16.760,00;61,94K;-0,83%
09/04/2016;16.900,00;16.900,00;17.000,00;16.860,00;224,84K;0,60%
08/04/2016;16.800,00;16.780,00;16.980,00;16.700,00;97,72K;-0,12%
07/04/2016;16.820,00;16.700,00;16.820,00;16.700,00;73,86K;-1,06%
06/04/2016;17.000,00;16.640,00;17.000,00;16.600,00;183,90K;1,55%
05/04/2016;16.740,00;16.800,00;16.800,00;16.520,00;88,29K;0,24%
04/04/2016;16.700,00;16.620,00;16.800,00;16.620,00;24,22K;-0,60%
03/04/2016;16.800,00;16.400,00;17.000,00;16.400,00;384,53K;1,08%
02/04/2016;16.620,00;16.500,00;16.620,00;16.480,00;78,61K;0,00%
01/04/2016;16.620,00;16.600,00;16.640,00;16.500,00;69,57K;0,12%
31/03/2016;16.600,00;16.720,00;16.800,00;16.600,00;129,76K;-1,54%
30/03/2016;16.860,00;16.720,00;16.860,00;16.560,00;216,67K;0,00%
29/03/2016;16.860,00;17.000,00;17.000,00;16.760,00;148,06K;-0,82%
28/03/2016;17.000,00;17.000,00;17.260,00;16.900,00;339,22K;0,00%
27/03/2016;17.000,00;17.000,00;17.040,00;16.920,00;119,38K;0,24%
26/03/2016;16.960,00;16.980,00;16.980,00;16.820,00;93,58K;0,36%
25/03/2016;16.900,00;16.800,00;16.900,00;16.760,00;59,54K;0,48%
24/03/2016;16.820,00;16.920,00;16.980,00;16.700,00;218,65K;-0,47%
23/03/2016;16.900,00;16.700,00;16.900,00;16.580,00;204,37K;1,20%
22/03/2016;16.700,00;16.500,00;16.800,00;16.500,00;301,57K;0,72%
21/03/2016;16.580,00;16.460,00;16.600,00;16.420,00;81,11K;0,61%
20/03/2016;16.480,00;16.580,00;16.580,00;16.440,00;68,75K;-0,60%
19/03/2016;16.580,00;16.700,00;16.700,00;16.400,00;106,87K;-0,60%
18/03/2016;16.680,00;16.460,00;16.680,00;16.460,00;129,20K;1,21%
17/03/2016;16.480,00;16.500,00;16.640,00;16.400,00;92,54K;-0,24%
16/03/2016;16.520,00;16.660,00;16.840,00;16.500,00;289,75K;-2,82%
15/03/2016;17.000,00;16.900,00;17.000,00;16.460,00;68,60K;1,67%
14/03/2016;16.720,00;16.760,00;16.760,00;16.340,00;95,03K;-0,24%
13/03/2016;16.760,00;16.300,00;16.760,00;16.300,00;360,96K;2,95%
12/03/2016;16.280,00;16.100,00;16.420,00;16.100,00;91,81K;-0,73%
11/03/2016;16.400,00;16.600,00;16.600,00;16.360,00;90,37K;-2,26%
10/03/2016;16.780,00;16.800,00;17.000,00;16.480,00;275,15K;1,21%
09/03/2016;16.580,00;16.580,00;16.600,00;16.400,00;86,34K;-0,12%
08/03/2016;16.600,00;16.600,00;16.600,00;16.340,00;80,44K;0,00%
07/03/2016;16.600,00;16.560,00;16.680,00;16.400,00;212,25K;0,24%
06/03/2016;16.560,00;16.600,00;16.860,00;16.500,00;126,25K;-1,43%
05/03/2016;16.800,00;16.860,00;16.860,00;16.720,00;166,75K;-0,36%
04/03/2016;16.860,00;16.600,00;16.880,00;16.600,00;86,73K;0,36%
03/03/2016;16.800,00;16.980,00;16.980,00;16.700,00;103,78K;0,60%
02/03/2016;16.700,00;17.100,00;17.100,00;16.700,00;69,50K;-2,34%
01/03/2016;17.100,00;17.000,00;17.200,00;17.000,00;192,96K;-0,70%
29/02/2016;17.220,00;17.300,00;17.340,00;17.100,00;91,02K;-0,46%
28/02/2016;17.300,00;17.300,00;17.360,00;17.220,00;96,13K;-0,46%
27/02/2016;17.380,00;17.400,00;17.400,00;17.300,00;296,45K;-0,11%
26/02/2016;17.400,00;17.400,00;17.420,00;17.000,00;69,04K;0,00%
25/02/2016;17.400,00;17.300,00;17.420,00;17.300,00;78,28K;0,12%
24/02/2016;17.380,00;17.280,00;17.380,00;17.000,00;140,82K;-0,11%
23/02/2016;17.400,00;17.100,00;17.400,00;17.060,00;34,43K;2,35%
22/02/2016;17.000,00;17.000,00;17.000,00;16.600,00;11,68K;1,07%
21/02/2016;16.820,00;17.000,00;17.340,00;16.820,00;139,39K;-1,06%
20/02/2016;17.000,00;17.040,00;17.200,00;16.980,00;201,95K;0,00%
19/02/2016;17.000,00;16.900,00;17.040,00;16.900,00;40,39K;-0,35%
18/02/2016;17.060,00;16.580,00;17.060,00;16.220,00;39,17K;0,71%
17/02/2016;16.940,00;17.080,00;17.280,00;16.840,00;134,59K;0,12%
16/02/2016;16.920,00;16.900,00;17.080,00;16.700,00;2,89M;0,12%
15/02/2016;16.900,00;16.100,00;16.900,00;16.100,00;19,18K;-0,59%
14/02/2016;17.000,00;16.960,00;17.000,00;16.660,00;1,22M;0,95%
13/02/2016;16.840,00;16.940,00;16.940,00;16.420,00;49,71K;-1,06%
12/02/2016;17.020,00;16.600,00;17.020,00;16.400,00;274,33K;2,04%
11/02/2016;16.680,00;16.500,00;16.680,00;16.260,00;93,81K;2,33%
10/02/2016;16.300,00;16.220,00;16.500,00;16.220,00;71,10K;-2,86%
