Fecha;Último;Apertura;Máximo;Mínimo;Vol.;% var.
19/12/2021;11.080,00;11.280,00;11.280,00;11.000,00;214,49K;-0,18%
18/12/2021;11.100,00;11.200,00;11.300,00;11.100,00;223,77K;-1,60%
17/12/2021;11.280,00;11.700,00;11.700,00;11.200,00;111,08K;-2,59%
16/12/2021;11.580,00;11.600,00;11.700,00;11.420,00;115,34K;0,70%
15/12/2021;11.500,00;11.640,00;11.640,00;11.440,00;109,68K;0,00%
14/12/2021;11.500,00;11.860,00;11.880,00;11.500,00;2,19M;-1,54%
13/12/2021;11.680,00;11.600,00;11.800,00;11.600,00;113,46K;0,17%
12/12/2021;11.660,00;11.660,00;11.820,00;11.600,00;433,79K;0,00%
11/12/2021;11.660,00;11.900,00;11.900,00;11.660,00;442,92K;-1,69%
10/12/2021;11.860,00;12.360,00;12.360,00;11.860,00;111,71K;-2,79%
09/12/2021;12.200,00;12.320,00;12.360,00;12.060,00;241,51K;-1,61%
08/12/2021;12.400,00;12.660,00;12.800,00;12.320,00;625,90K;-1,90%
07/12/2021;12.640,00;12.260,00;12.640,00;12.260,00;124,55K;3,44%
06/12/2021;12.220,00;12.200,00;12.300,00;12.080,00;94,42K;0,16%
05/12/2021;12.200,00;12.300,00;12.340,00;12.080,00;200,39K;-0,81%
04/12/2021;12.300,00;12.300,00;12.400,00;12.080,00;197,88K;0,99%
03/12/2021;12.180,00;12.420,00;12.660,00;12.000,00;384,81K;-1,77%
02/12/2021;12.400,00;12.520,00;12.800,00;12.080,00;558,35K;0,00%
01/12/2021;12.400,00;11.960,00;12.540,00;11.960,00;516,02K;4,03%
30/11/2021;11.920,00;11.820,00;11.980,00;11.720,00;136,11K;1,19%
29/11/2021;11.780,00;11.980,00;12.480,00;11.780,00;406,83K;-1,01%
28/11/2021;11.900,00;11.700,00;11.980,00;11.660,00;306,82K;0,68%
27/11/2021;11.820,00;11.940,00;12.100,00;11.820,00;534,12K;-0,34%
26/11/2021;11.860,00;11.360,00;11.880,00;11.360,00;342,39K;4,77%
25/11/2021;11.320,00;10.900,00;11.400,00;10.900,00;159,17K;3,10%
24/11/2021;10.980,00;10.840,00;11.060,00;10.840,00;579,98K;2,23%
23/11/2021;10.740,00;10.660,00;10.780,00;10.400,00;325,97K;0,75%
22/11/2021;10.660,00;10.520,00;10.720,00;10.520,00;207,39K;1,33%
21/11/2021;10.520,00;10.300,00;10.600,00;10.300,00;117,73K;2,53%
20/11/2021;10.260,00;10.400,00;10.400,00;10.240,00;56,51K;-1,35%
19/11/2021;10.400,00;10.260,00;10.400,00;10.260,00;116,75K;0,78%
18/11/2021;10.320,00;10.260,00;10.320,00;10.260,00;43,19K;0,39%
17/11/2021;10.280,00;10.240,00;10.480,00;10.220,00;93,28K;-0,19%
16/11/2021;10.300,00;10.420,00;10.420,00;10.280,00;42,03K;-0,58%
15/11/2021;10.360,00;10.360,00;10.500,00;10.360,00;112,83K;0,00%
14/11/2021;10.360,00;10.260,00;10.360,00;10.200,00;195,89K;1,57%
13/11/2021;10.200,00;10.400,00;10.400,00;10.200,00;80,07K;-1,54%
12/11/2021;10.360,00;10.380,00;10.460,00;10.300,00;295,41K;1,57%
11/11/2021;10.200,00;10.320,00;10.320,00;10.200,00;2,04M;-1,54%
10/11/2021;10.360,00;10.500,00;10.600,00;10.360,00;288,34K;-1,33%
09/11/2021;10.500,00;10.580,00;10.600,00;10.500,00;83,54K;-0,76%
08/11/2021;10.580,00;10.880,00;10.920,00;10.540,00;176,87K;-2,04%
07/11/2021;10.800,00;10.520,00;11.100,00;10.400,00;163,46K;-2,00%
06/11/2021;11.020,00;11.080,00;11.300,00;11.000,00;345,10K;-0,54%
05/11/2021;11.080,00;10.700,00;11.200,00;10.700,00;429,55K;2,97%
04/11/2021;10.760,00;10.800,00;10.800,00;10.640,00;261,45K;0,75%
03/11/2021;10.680,00;10.380,00;10.700,00;10.280,00;548,03K;3,89%
02/11/2021;10.280,00;10.300,00;10.360,00;10.220,00;104,53K;-0,39%
01/11/2021;10.320,00;10.060,00;10.320,00;10.060,00;154,61K;0,19%
31/10/2021;10.300,00;10.260,00;10.340,00;10.080,00;421,13K;0,59%
30/10/2021;10.240,00;10.300,00;10.360,00;10.200,00;215,67K;-1,54%
29/10/2021;10.400,00;10.280,00;10.400,00;10.260,00;149,20K;1,17%
28/10/2021;10.280,00;10.340,00;10.400,00;10.240,00;211,98K;-0,58%
27/10/2021;10.340,00;10.200,00;10.340,00;10.180,00;181,79K;0,39%
26/10/2021;10.300,00;10.300,00;10.360,00;10.240,00;190,86K;0,19%
25/10/2021;10.280,00;10.000,00;10.280,00;9.950,00;76,94K;1,38%
24/10/2021;10.140,00;9.880,00;10.140,00;9.800,00;228,71K;4,11%
23/10/2021;9.740,00;9.710,00;9.880,00;9.710,00;40,36K;-1,12%
22/10/2021;9.850,00;9.880,00;9.920,00;9.750,00;60,99K;1,03%
21/10/2021;9.750,00;9.990,00;9.990,00;9.700,00;153,90K;-1,52%
20/10/2021;9.900,00;10.060,00;10.100,00;9.900,00;46,02K;-0,60%
19/10/2021;9.960,00;9.960,00;10.100,00;9.940,00;145,87K;-0,30%
18/10/2021;9.990,00;9.900,00;10.100,00;9.900,00;205,79K;-1,09%
17/10/2021;10.100,00;10.200,00;10.200,00;9.800,00;151,32K;-0,79%
16/10/2021;10.180,00;10.000,00;10.600,00;10.000,00;764,10K;-6,26%
15/10/2021;10.860,00;9.950,00;10.860,00;9.750,00;4,41M;9,92%
14/10/2021;9.880,00;9.600,00;9.900,00;9.550,00;1,23M;0,82%
13/10/2021;9.800,00;9.600,00;9.950,00;9.580,00;822,89K;1,03%
12/10/2021;9.700,00;9.700,00;9.900,00;9.650,00;691,39K;1,68%
11/10/2021;9.540,00;9.340,00;9.640,00;9.300,00;593,31K;3,70%
10/10/2021;9.200,00;9.720,00;9.720,00;9.050,00;714,24K;-7,07%
09/10/2021;9.900,00;9.920,00;9.920,00;9.640,00;465,05K;1,02%
08/10/2021;9.800,00;10.080,00;10.080,00;9.550,00;1,36M;-3,16%
07/10/2021;10.120,00;9.830,00;10.380,00;9.830,00;1,03M;3,27%
06/10/2021;9.800,00;9.190,00;9.860,00;9.190,00;825,12K;6,99%
05/10/2021;9.160,00;9.060,00;9.160,00;8.800,00;1,14M;1,66%
04/10/2021;9.010,00;9.000,00;9.100,00;8.960,00;1,13M;0,56%
03/10/2021;8.960,00;9.000,00;9.150,00;8.900,00;485,59K;-0,44%
02/10/2021;9.000,00;8.700,00;9.070,00;8.700,00;2,34M;3,45%
01/10/2021;8.700,00;7.920,00;8.700,00;7.540,00;25,54M;9,99%
30/09/2021;7.910,00;8.210,00;8.300,00;7.910,00;1,22M;-2,59%
29/09/2021;8.120,00;8.290,00;8.300,00;8.120,00;381,61K;-1,69%
28/09/2021;8.260,00;8.300,00;8.330,00;8.120,00;302,09K;1,72%
27/09/2021;8.120,00;8.300,00;8.360,00;8.060,00;652,41K;-2,17%
26/09/2021;8.300,00;8.620,00;8.620,00;8.300,00;201,46K;-2,58%
25/09/2021;8.520,00;8.630,00;8.840,00;8.520,00;208,68K;-1,27%
24/09/2021;8.630,00;8.520,00;8.900,00;8.500,00;410,52K;0,35%
23/09/2021;8.600,00;8.800,00;8.800,00;8.440,00;476,91K;2,87%
22/09/2021;8.360,00;8.200,00;8.580,00;8.100,00;251,27K;1,33%
21/09/2021;8.250,00;8.120,00;8.250,00;7.900,00;392,57K;2,74%
20/09/2021;8.030,00;8.600,00;8.700,00;7.830,00;1,26M;-7,70%
19/09/2021;8.700,00;8.900,00;9.030,00;8.660,00;110,44K;-2,25%
18/09/2021;8.900,00;8.840,00;9.020,00;8.800,00;201,55K;0,23%
17/09/2021;8.880,00;9.200,00;9.380,00;8.880,00;266,99K;-1,33%
16/09/2021;9.000,00;9.250,00;9.270,00;9.000,00;316,27K;1,12%
15/09/2021;8.900,00;9.400,00;9.400,00;8.900,00;150,31K;-3,58%
14/09/2021;9.230,00;9.400,00;9.400,00;9.230,00;37,69K;-1,39%
13/09/2021;9.360,00;9.150,00;9.360,00;8.980,00;292,43K;1,52%
12/09/2021;9.220,00;9.400,00;9.400,00;9.220,00;187,80K;-1,39%
11/09/2021;9.350,00;9.400,00;9.400,00;9.250,00;393,45K;5,06%
10/09/2021;8.900,00;8.600,00;9.100,00;8.600,00;225,84K;3,49%
09/09/2021;8.600,00;9.120,00;9.120,00;8.600,00;434,54K;-5,60%
08/09/2021;9.110,00;9.580,00;9.690,00;9.110,00;326,09K;-4,91%
07/09/2021;9.580,00;9.910,00;10.100,00;9.530,00;455,68K;-3,33%
06/09/2021;9.910,00;11.500,00;11.500,00;9.800,00;781,24K;-5,62%
05/09/2021;10.500,00;11.000,00;11.100,00;10.500,00;223,13K;-6,08%
04/09/2021;11.180,00;11.180,00;11.300,00;11.140,00;144,11K;-1,06%
03/09/2021;11.300,00;11.480,00;11.600,00;11.280,00;167,54K;0,18%
02/09/2021;11.280,00;11.380,00;11.460,00;11.200,00;360,59K;-2,59%
01/09/2021;11.580,00;11.440,00;11.580,00;11.000,00;301,60K;0,70%
31/08/2021;11.500,00;11.760,00;11.960,00;11.380,00;477,30K;-0,17%
30/08/2021;11.520,00;11.460,00;11.820,00;11.320,00;269,96K;-0,52%
29/08/2021;11.580,00;11.200,00;11.780,00;11.100,00;124,02K;1,94%
28/08/2021;11.360,00;12.000,00;12.300,00;11.360,00;495,96K;-3,73%
27/08/2021;11.800,00;12.400,00;13.160,00;11.400,00;609,20K;-2,48%
26/08/2021;12.100,00;11.760,00;12.100,00;11.200,00;439,93K;2,89%
25/08/2021;11.760,00;10.800,00;11.760,00;10.160,00;311,21K;9,91%
24/08/2021;10.700,00;12.320,00;12.320,00;10.560,00;438,51K;-13,15%
23/08/2021;12.320,00;13.680,00;13.680,00;12.320,00;457,90K;-9,94%
22/08/2021;13.680,00;13.100,00;13.900,00;12.980,00;260,08K;0,29%
21/08/2021;13.640,00;13.480,00;13.640,00;12.100,00;774,44K;-2,15%
20/08/2021;13.940,00;11.400,00;13.940,00;11.400,00;643,30K;33,27%
19/08/2021;10.460,00;8.500,00;10.460,00;8.500,00;131,96K;30,75%
18/08/2021;8.000,00;7.100,00;8.050,00;7.100,00;393,26K;8,40%
17/08/2021;7.380,00;7.670,00;8.490,00;7.380,00;851,78K;5,28%
16/08/2021;7.010,00;7.440,00;8.000,00;7.000,00;192,51K;-5,65%
15/08/2021;7.430,00;9.100,00;9.100,00;7.200,00;246,15K;-20,11%
14/08/2021;9.300,00;9.000,00;9.440,00;8.900,00;649,03K;4,26%
13/08/2021;8.920,00;10.400,00;10.400,00;7.360,00;318,05K;-18,17%
12/08/2021;10.900,00;13.100,00;13.100,00;10.500,00;157,86K;-18,05%
11/08/2021;13.300,00;13.900,00;14.000,00;13.300,00;586,20K;-6,47%
10/08/2021;14.220,00;14.440,00;14.680,00;13.300,00;254,52K;3,04%
09/08/2021;13.800,00;15.740,00;15.740,00;13.800,00;321,06K;-12,55%
08/08/2021;15.780,00;16.100,00;16.160,00;15.760,00;205,66K;-2,11%
07/08/2021;16.120,00;15.740,00;16.700,00;15.740,00;360,69K;-1,35%
06/08/2021;16.340,00;15.980,00;16.340,00;15.980,00;102,11K;4,74%
05/08/2021;15.600,00;15.520,00;16.100,00;15.440,00;703,13K;1,43%
04/08/2021;15.380,00;15.300,00;15.680,00;15.300,00;558,22K;2,53%
03/08/2021;15.000,00;15.240,00;15.400,00;14.600,00;1,37M;-3,23%
02/08/2021;15.500,00;15.500,00;16.380,00;14.860,00;315,86K;-1,90%
01/08/2021;15.800,00;16.500,00;16.700,00;15.740,00;618,69K;-4,24%
31/07/2021;16.500,00;16.980,00;17.040,00;16.500,00;397,53K;-5,06%
30/07/2021;17.380,00;17.200,00;17.480,00;16.600,00;313,50K;0,70%
29/07/2021;17.260,00;17.480,00;17.480,00;17.260,00;118,99K;-1,37%
28/07/2021;17.500,00;17.780,00;17.780,00;17.500,00;147,87K;-1,57%
27/07/2021;17.780,00;17.500,00;17.780,00;17.360,00;236,14K;1,48%
26/07/2021;17.520,00;18.000,00;18.100,00;17.260,00;408,12K;-1,68%
25/07/2021;17.820,00;17.720,00;18.000,00;17.720,00;28,28K;-0,78%
24/07/2021;17.960,00;17.640,00;17.960,00;17.620,00;132,50K;1,01%
23/07/2021;17.780,00;17.760,00;17.900,00;17.640,00;119,07K;0,57%
22/07/2021;17.680,00;17.340,00;17.700,00;17.280,00;154,15K;1,96%
21/07/2021;17.340,00;17.200,00;17.440,00;17.100,00;145,91K;0,81%
20/07/2021;17.200,00;17.840,00;17.840,00;16.960,00;271,23K;-3,70%
19/07/2021;17.860,00;18.160,00;18.160,00;17.820,00;44,92K;-2,19%
18/07/2021;18.260,00;18.100,00;18.260,00;18.080,00;153,75K;-0,22%
17/07/2021;18.300,00;18.000,00;18.300,00;18.000,00;233,10K;1,78%
16/07/2021;17.980,00;17.900,00;18.100,00;17.700,00;269,72K;2,51%
15/07/2021;17.540,00;17.720,00;17.740,00;17.540,00;71,27K;0,34%
14/07/2021;17.480,00;18.100,00;18.140,00;17.480,00;455,33K;-3,85%
13/07/2021;18.180,00;17.960,00;18.180,00;17.740,00;181,22K;2,13%
12/07/2021;17.800,00;17.500,00;17.800,00;17.400,00;112,89K;1,71%
11/07/2021;17.500,00;17.700,00;17.700,00;17.040,00;180,26K;-1,57%
10/07/2021;17.780,00;17.960,00;17.960,00;17.600,00;46,74K;-1,00%
09/07/2021;17.960,00;18.040,00;18.060,00;17.820,00;85,39K;-0,44%
08/07/2021;18.040,00;17.980,00;18.120,00;17.980,00;102,95K;0,11%
07/07/2021;18.020,00;17.960,00;18.140,00;17.960,00;174,03K;0,11%
06/07/2021;18.000,00;18.000,00;18.160,00;18.000,00;102,21K;0,45%
05/07/2021;17.920,00;17.840,00;18.040,00;17.840,00;79,79K;-0,99%
04/07/2021;18.100,00;18.160,00;18.180,00;17.920,00;309,55K;0,56%
03/07/2021;18.000,00;17.920,00;18.000,00;17.600,00;194,37K;0,00%
02/07/2021;18.000,00;18.220,00;18.240,00;18.000,00;602,87K;-2,07%
01/07/2021;18.380,00;18.380,00;18.440,00;18.120,00;169,08K;1,21%
30/06/2021;18.160,00;18.180,00;18.220,00;18.080,00;143,84K;-1,30%
29/06/2021;18.400,00;18.280,00;18.400,00;18.100,00;116,22K;0,22%
28/06/2021;18.360,00;18.420,00;18.500,00;18.140,00;299,63K;-1,61%
27/06/2021;18.660,00;18.820,00;18.820,00;18.360,00;95,67K;-0,85%
26/06/2021;18.820,00;18.300,00;18.860,00;18.300,00;61,26K;-0,84%
25/06/2021;18.980,00;17.980,00;18.980,00;17.980,00;182,81K;4,40%
24/06/2021;18.180,00;18.000,00;18.240,00;17.860,00;50,23K;2,13%
23/06/2021;17.800,00;18.280,00;18.280,00;17.800,00;217,29K;-2,73%
22/06/2021;18.300,00;18.120,00;18.400,00;18.040,00;60,83K;0,99%
21/06/2021;18.120,00;18.240,00;18.340,00;18.060,00;55,43K;-1,20%
20/06/2021;18.340,00;18.220,00;18.780,00;18.200,00;15,98K;-2,86%
19/06/2021;18.880,00;18.360,00;18.960,00;18.360,00;157,20K;2,83%
18/06/2021;18.360,00;17.960,00;18.400,00;17.940,00;1,66M;2,23%
17/06/2021;17.960,00;18.140,00;18.140,00;17.920,00;172,43K;-2,29%
16/06/2021;18.380,00;17.920,00;18.380,00;17.860,00;179,11K;2,00%
15/06/2021;18.020,00;18.060,00;18.100,00;17.720,00;197,58K;-0,22%
14/06/2021;18.060,00;18.240,00;18.300,00;18.060,00;183,92K;-1,10%
13/06/2021;18.260,00;18.000,00;18.260,00;18.000,00;160,16K;1,44%
12/06/2021;18.000,00;17.560,00;18.080,00;17.560,00;234,45K;1,81%
11/06/2021;17.680,00;17.300,00;17.800,00;17.300,00;52,29K;1,61%
10/06/2021;17.400,00;17.680,00;17.680,00;17.360,00;29,29K;0,00%
09/06/2021;17.400,00;17.600,00;17.680,00;17.400,00;122,61K;-1,58%
08/06/2021;17.680,00;17.720,00;17.720,00;17.660,00;55,58K;-1,56%
07/06/2021;17.960,00;18.000,00;18.000,00;17.800,00;157,23K;-0,11%
06/06/2021;17.980,00;17.700,00;17.980,00;17.560,00;208,68K;3,21%
05/06/2021;17.420,00;17.640,00;17.640,00;17.300,00;125,17K;-2,13%
04/06/2021;17.800,00;17.760,00;17.800,00;17.640,00;531,92K;1,37%
03/06/2021;17.560,00;17.580,00;17.600,00;17.500,00;110,55K;0,00%
02/06/2021;17.560,00;17.360,00;17.760,00;17.300,00;96,43K;0,34%
01/06/2021;17.500,00;17.820,00;17.940,00;17.300,00;220,14K;-2,78%
31/05/2021;18.000,00;17.960,00;18.000,00;17.580,00;2,20M;0,00%
30/05/2021;18.000,00;18.240,00;18.240,00;17.860,00;261,58K;-1,32%
29/05/2021;18.240,00;18.200,00;18.240,00;18.080,00;92,29K;-0,11%
28/05/2021;18.260,00;17.840,00;18.260,00;17.500,00;308,73K;0,88%
27/05/2021;18.100,00;18.100,00;18.100,00;18.060,00;85,63K;-1,09%
26/05/2021;18.300,00;18.000,00;18.300,00;17.920,00;126,74K;0,55%
25/05/2021;18.200,00;18.300,00;18.300,00;18.040,00;51,41K;-0,55%
24/05/2021;18.300,00;18.280,00;18.300,00;18.000,00;22,30K;0,11%
23/05/2021;18.280,00;18.000,00;18.280,00;18.000,00;91,00K;-0,11%
22/05/2021;18.300,00;17.800,00;18.300,00;17.800,00;126,45K;0,77%
21/05/2021;18.160,00;18.300,00;18.300,00;18.020,00;137,56K;-0,77%
20/05/2021;18.300,00;17.860,00;18.300,00;17.820,00;105,52K;0,00%
19/05/2021;18.300,00;18.000,00;18.300,00;18.000,00;146,22K;1,44%
18/05/2021;18.040,00;17.840,00;18.200,00;17.800,00;279,11K;1,12%
17/05/2021;17.840,00;18.480,00;18.480,00;17.840,00;491,96K;-3,15%
16/05/2021;18.420,00;18.360,00;18.500,00;18.240,00;165,60K;0,66%
15/05/2021;18.300,00;18.300,00;18.380,00;18.280,00;316,34K;0,00%
14/05/2021;18.300,00;18.120,00;18.300,00;18.120,00;38,71K;0,11%
13/05/2021;18.280,00;18.020,00;18.380,00;18.020,00;170,68K;0,44%
12/05/2021;18.200,00;18.340,00;18.340,00;18.120,00;90,09K;-0,87%
11/05/2021;18.360,00;18.360,00;18.360,00;18.200,00;466,44K;0,00%
10/05/2021;18.360,00;18.380,00;18.380,00;18.300,00;91,80K;0,00%
09/05/2021;18.360,00;18.300,00;18.400,00;18.080,00;261,84K;-0,22%
08/05/2021;18.400,00;17.300,00;18.400,00;17.300,00;219,59K;2,22%
07/05/2021;18.000,00;17.400,00;18.000,00;17.400,00;281,42K;1,12%
06/05/2021;17.800,00;17.440,00;17.800,00;17.440,00;71,78K;1,60%
05/05/2021;17.520,00;17.180,00;17.600,00;17.160,00;148,04K;-0,45%
04/05/2021;17.600,00;17.380,00;17.700,00;17.320,00;128,71K;-0,34%
03/05/2021;17.660,00;17.600,00;17.680,00;17.320,00;101,61K;1,03%
02/05/2021;17.480,00;17.600,00;17.600,00;17.080,00;136,71K;-0,11%
01/05/2021;17.500,00;17.680,00;17.680,00;17.460,00;141,35K;-1,13%
30/04/2021;17.700,00;17.320,00;17.700,00;17.320,00;36,64K;0,00%
29/04/2021;17.700,00;17.240,00;17.700,00;17.220,00;176,53K;0,00%
28/04/2021;17.700,00;17.520,00;17.700,00;17.520,00;41,76K;0,00%
27/04/2021;17.700,00;17.260,00;17.700,00;17.260,00;177,93K;2,43%
26/04/2021;17.280,00;17.260,00;17.540,00;17.220,00;1,29M;-2,59%
25/04/2021;17.740,00;17.060,00;17.740,00;17.000,00;534,10K;3,14%
24/04/2021;17.200,00;17.060,00;17.200,00;16.600,00;276,15K;0,82%
23/04/2021;17.060,00;17.400,00;17.420,00;17.060,00;507,54K;-1,95%
22/04/2021;17.400,00;17.680,00;18.000,00;17.400,00;81,20K;-2,25%
21/04/2021;17.800,00;17.620,00;17.800,00;17.520,00;322,04K;0,11%
20/04/2021;17.780,00;17.660,00;17.780,00;17.420,00;3,84M;0,68%
19/04/2021;17.660,00;17.660,00;17.760,00;17.500,00;446,35K;0,00%
18/04/2021;17.660,00;17.660,00;17.780,00;17.440,00;442,52K;0,00%
17/04/2021;17.660,00;17.500,00;17.660,00;17.300,00;7,76M;0,00%
16/04/2021;17.660,00;17.800,00;17.800,00;17.520,00;1,01M;-0,79%
15/04/2021;17.800,00;17.980,00;17.980,00;17.600,00;441,43K;0,00%
14/04/2021;17.800,00;17.980,00;17.980,00;17.640,00;670,84K;-1,00%
13/04/2021;17.980,00;17.900,00;17.980,00;17.680,00;809,15K;0,67%
12/04/2021;17.860,00;18.020,00;18.040,00;17.700,00;373,02K;-0,78%
11/04/2021;18.000,00;17.940,00;18.180,00;17.940,00;673,78K;-1,10%
10/04/2021;18.200,00;18.360,00;18.360,00;17.840,00;292,17K;0,11%
09/04/2021;18.180,00;18.480,00;18.620,00;18.180,00;796,83K;-1,52%
08/04/2021;18.460,00;18.140,00;18.700,00;18.140,00;464,17K;0,54%
07/04/2021;18.360,00;18.000,00;18.360,00;17.860,00;650,54K;2,00%
06/04/2021;18.000,00;17.500,00;18.000,00;17.500,00;270,65K;0,56%
05/04/2021;17.900,00;17.580,00;17.920,00;17.500,00;275,07K;0,56%
04/04/2021;17.800,00;17.800,00;18.000,00;17.740,00;1,05M;-1,11%
03/04/2021;18.000,00;17.900,00;18.000,00;17.800,00;135,00K;0,00%
02/04/2021;18.000,00;17.800,00;18.000,00;17.420,00;494,68K;2,62%
01/04/2021;17.540,00;17.480,00;17.760,00;17.480,00;343,11K;0,57%
31/03/2021;17.440,00;17.380,00;17.500,00;17.360,00;310,16K;0,35%
30/03/2021;17.380,00;16.760,00;17.500,00;16.760,00;903,42K;3,70%
29/03/2021;16.760,00;15.780,00;16.760,00;15.780,00;670,05K;8,69%
28/03/2021;15.420,00;15.780,00;15.980,00;15.400,00;92,14K;-2,28%
27/03/2021;15.780,00;15.960,00;16.040,00;15.740,00;186,85K;-1,13%
26/03/2021;15.960,00;16.020,00;16.260,00;15.960,00;199,53K;0,25%
25/03/2021;15.920,00;15.820,00;16.140,00;15.800,00;229,17K;0,63%
24/03/2021;15.820,00;16.000,00;16.360,00;15.820,00;318,15K;0,38%
23/03/2021;15.760,00;15.640,00;15.820,00;15.120,00;153,87K;2,34%
22/03/2021;15.400,00;16.260,00;16.340,00;15.400,00;300,97K;-5,06%
21/03/2021;16.220,00;16.000,00;16.580,00;16.000,00;272,92K;1,00%
20/03/2021;16.060,00;16.200,00;16.300,00;16.060,00;189,46K;-1,59%
19/03/2021;16.320,00;16.480,00;16.800,00;16.320,00;434,06K;-0,97%
18/03/2021;16.480,00;16.480,00;16.600,00;16.000,00;392,37K;3,26%
17/03/2021;15.960,00;16.020,00;16.240,00;15.680,00;411,46K;-0,37%
16/03/2021;16.020,00;16.400,00;16.400,00;16.000,00;270,87K;-2,55%
15/03/2021;16.440,00;16.660,00;16.860,00;16.440,00;205,93K;0,24%
14/03/2021;16.400,00;16.820,00;17.020,00;16.340,00;291,42K;-2,50%
13/03/2021;16.820,00;17.020,00;17.280,00;16.820,00;409,53K;-1,06%
12/03/2021;17.000,00;17.120,00;17.200,00;17.000,00;36,79K;-1,16%
11/03/2021;17.200,00;17.460,00;17.460,00;17.120,00;82,71K;1,06%
10/03/2021;17.020,00;17.440,00;17.760,00;16.940,00;209,43K;-2,18%
09/03/2021;17.400,00;17.500,00;17.580,00;17.400,00;48,65K;-1,14%
08/03/2021;17.600,00;17.620,00;17.720,00;17.580,00;90,32K;-0,11%
07/03/2021;17.620,00;17.740,00;17.820,00;17.460,00;138,13K;0,00%
06/03/2021;17.620,00;17.900,00;17.920,00;17.620,00;97,52K;-1,56%
05/03/2021;17.900,00;17.700,00;17.900,00;17.640,00;128,81K;1,13%
04/03/2021;17.700,00;17.920,00;18.120,00;17.660,00;81,24K;-1,45%
03/03/2021;17.960,00;18.000,00;18.260,00;17.960,00;130,50K;0,00%
02/03/2021;17.960,00;17.760,00;18.100,00;17.580,00;275,38K;1,81%
01/03/2021;17.640,00;17.640,00;17.760,00;17.640,00;156,64K;0,00%
28/02/2021;17.640,00;17.600,00;17.820,00;17.560,00;176,88K;0,00%
27/02/2021;17.640,00;17.840,00;17.840,00;17.600,00;111,93K;-0,79%
26/02/2021;17.780,00;17.780,00;17.960,00;17.760,00;215,45K;0,00%
25/02/2021;17.780,00;17.620,00;17.800,00;17.560,00;98,20K;0,91%
24/02/2021;17.620,00;17.700,00;17.700,00;17.540,00;203,77K;0,34%
23/02/2021;17.560,00;17.660,00;17.780,00;17.540,00;248,51K;-0,34%
22/02/2021;17.620,00;17.660,00;17.760,00;17.580,00;29,25K;-0,23%
21/02/2021;17.660,00;17.320,00;17.680,00;17.300,00;128,60K;2,20%
20/02/2021;17.280,00;17.160,00;17.500,00;17.160,00;114,07K;-0,12%
19/02/2021;17.300,00;17.140,00;17.300,00;17.120,00;145,89K;1,05%
18/02/2021;17.120,00;17.260,00;17.300,00;17.120,00;42,03K;-0,23%
17/02/2021;17.160,00;17.260,00;17.600,00;17.140,00;120,77K;-1,94%
16/02/2021;17.500,00;17.500,00;17.520,00;17.160,00;298,31K;0,23%
15/02/2021;17.460,00;17.440,00;17.460,00;17.120,00;736,08K;-0,80%
14/02/2021;17.600,00;17.440,00;17.600,00;17.300,00;200,76K;1,97%
13/02/2021;17.260,00;17.240,00;17.260,00;17.100,00;229,73K;0,82%
12/02/2021;17.120,00;17.280,00;17.340,00;16.920,00;279,06K;-0,23%
11/02/2021;17.160,00;17.100,00;17.160,00;17.000,00;268,84K;0,35%
10/02/2021;17.100,00;16.740,00;17.100,00;16.720,00;308,93K;1,30%
09/02/2021;16.880,00;16.620,00;16.920,00;16.620,00;837,94K;1,32%
08/02/2021;16.660,00;16.640,00;16.800,00;16.600,00;158,95K;0,00%
07/02/2021;16.660,00;16.700,00;16.700,00;16.540,00;146,23K;1,59%
06/02/2021;16.400,00;16.900,00;17.200,00;16.400,00;360,85K;-3,64%
05/02/2021;17.020,00;16.940,00;17.220,00;16.920,00;102,19K;0,71%
04/02/2021;16.900,00;16.900,00;16.900,00;16.720,00;129,23K;0,00%
03/02/2021;16.900,00;17.020,00;17.160,00;16.900,00;105,10K;-1,52%
02/02/2021;17.160,00;17.260,00;17.320,00;17.140,00;43,28K;-0,92%
01/02/2021;17.320,00;17.080,00;17.360,00;16.920,00;235,55K;0,93%
31/01/2021;17.160,00;17.200,00;17.440,00;17.100,00;174,51K;-0,23%
30/01/2021;17.200,00;16.880,00;17.340,00;16.880,00;127,16K;1,90%
29/01/2021;16.880,00;16.380,00;16.880,00;16.300,00;417,78K;3,05%
28/01/2021;16.380,00;16.600,00;16.660,00;16.280,00;118,56K;-0,85%
27/01/2021;16.520,00;16.500,00;16.680,00;16.440,00;342,92K;0,12%
26/01/2021;16.500,00;16.380,00;16.580,00;16.340,00;166,33K;-0,48%
25/01/2021;16.580,00;16.380,00;16.580,00;16.360,00;225,91K;1,22%
24/01/2021;16.380,00;16.300,00;16.500,00;16.300,00;164,80K;0,49%
23/01/2021;16.300,00;16.200,00;16.300,00;16.040,00;158,69K;0,00%
22/01/2021;16.300,00;16.160,00;16.620,00;16.160,00;286,20K;0,87%
21/01/2021;16.160,00;16.500,00;17.000,00;16.040,00;216,45K;-2,06%
20/01/2021;16.500,00;17.200,00;17.200,00;16.500,00;237,74K;-2,94%
19/01/2021;17.000,00;17.300,00;17.660,00;17.000,00;479,97K;-1,73%
18/01/2021;17.300,00;17.600,00;17.700,00;17.300,00;259,32K;-2,37%
